300,420
48.6904,206.31,193.593
49.299,205.701,193.593
49.9076,205.092,193.593
50.5161,204.484,193.593
51.1247,203.875,193.593
51.7333,203.267,193.593
52.3418,202.658,193.593
52.9504,202.05,193.593
53.559,201.441,193.593
54.1676,200.832,193.593
54.7761,200.224,193.593
55.3847,199.615,193.593
55.9933,199.007,193.593
56.6018,198.398,193.593
57.2104,197.79,193.593
57.819,197.181,193.593
58.4275,196.572,193.593
59.0361,195.964,193.593
59.6447,195.355,193.593
60.2532,194.747,193.593
60.8618,194.138,193.593
61.4704,193.53,193.593
62.0789,192.921,193.593
62.6875,192.312,193.593
63.2961,191.704,193.593
63.9046,191.095,193.593
64.5132,190.487,193.593
65.1218,189.878,193.593
65.7303,189.27,193.593
66.3389,188.661,193.593
66.9475,188.053,193.593
67.5561,187.444,193.593
68.1646,186.835,193.593
68.7732,186.227,193.593
69.3818,185.618,193.593
69.9903,185.01,193.593
70.5989,184.401,193.593
71.2075,183.793,193.593
71.816,183.184,193.593
72.4246,182.575,193.593
73.0332,181.967,193.593
73.6417,181.358,193.593
74.2503,180.75,193.593
74.8589,180.141,193.593
75.4674,179.533,193.593
76.076,178.924,193.593
76.6846,178.315,193.593
77.2931,177.707,193.593
77.9017,177.098,193.593
78.5103,176.49,193.593
79.1188,175.881,193.593
79.7274,175.273,193.593
80.336,174.664,193.593
80.9445,174.055,193.593
81.5531,173.447,193.593
82.1617,172.838,193.593
82.7702,172.23,193.593
83.3788,171.621,193.593
83.9874,171.013,193.593
84.596,170.404,193.593
85.2045,169.795,193.593
85.8131,169.187,193.593
86.4217,168.578,193.593
87.0302,167.97,193.593
87.6388,167.361,193.593
88.2474,166.753,193.593
88.8559,166.144,193.593
89.4645,165.535,193.593
90.0731,164.927,193.593
90.6816,164.318,193.593
91.2902,163.71,193.593
91.8988,163.101,193.593
92.5073,162.493,193.593
93.1159,161.884,193.593
93.7245,161.276,193.593
94.333,160.667,193.593
94.9416,160.058,193.593
95.5502,159.45,193.593
96.1587,158.841,193.593
96.7673,158.233,193.593
97.3759,157.624,193.593
97.9845,157.016,193.593
98.593,156.407,193.593
99.2016,155.798,193.593
99.8102,155.19,193.593
100.419,154.581,193.593
101.027,153.973,193.593
101.636,153.364,193.593
102.244,152.756,193.593
102.853,152.147,193.593
103.462,151.538,193.593
104.07,150.93,193.593
104.679,150.321,193.593
105.287,149.713,193.593
105.896,149.104,193.593
106.504,148.496,193.593
107.113,147.887,193.593
107.722,147.278,193.593
108.33,146.67,193.593
108.939,146.061,193.593
109.547,145.453,193.593
110.156,144.844,193.593
110.764,144.236,193.593
111.373,143.627,193.593
111.982,143.018,193.593
112.59,142.41,193.593
113.199,141.801,193.593
113.807,141.193,193.593
114.416,140.584,193.593
115.024,139.976,193.593
115.633,139.367,193.593
116.241,138.759,193.593
116.85,138.15,193.593
117.459,137.541,193.593
118.067,136.933,193.593
118.676,136.324,193.593
119.284,135.716,193.593
119.893,135.107,193.593
120.501,134.499,193.593
121.11,133.89,193.593
121.719,133.281,193.593
122.327,132.673,193.593
122.936,132.064,193.593
123.544,131.456,193.593
124.153,130.847,193.593
124.761,130.239,193.593
125.37,129.63,193.593
125.979,129.021,193.593
126.587,128.413,193.593
127.196,127.804,193.593
127.804,127.196,193.593
128.413,126.587,193.593
129.021,125.979,193.593
129.63,125.37,193.593
130.239,124.761,193.593
130.847,124.153,193.593
131.456,123.544,193.593
132.064,122.936,193.593
132.673,122.327,193.593
133.281,121.719,193.593
133.89,121.11,193.593
134.499,120.501,193.593
135.107,119.893,193.593
135.716,119.284,193.593
136.324,118.676,193.593
136.933,118.067,193.593
137.541,117.459,193.593
138.15,116.85,193.593
138.758,116.242,193.593
139.367,115.633,193.593
139.976,115.024,193.593
140.584,114.416,193.593
141.193,113.807,193.593
141.801,113.199,193.593
142.41,112.59,193.593
143.018,111.982,193.593
143.627,111.373,193.593
144.236,110.764,193.593
144.844,110.156,193.593
145.453,109.547,193.593
146.061,108.939,193.593
146.67,108.33,193.593
147.278,107.722,193.593
147.887,107.113,193.593
148.496,106.504,193.593
149.104,105.896,193.593
149.713,105.287,193.593
150.321,104.679,193.593
150.93,104.07,193.593
151.538,103.462,193.593
152.147,102.853,193.593
152.756,102.244,193.593
153.364,101.636,193.593
153.973,101.027,193.593
154.581,100.419,193.593
155.19,99.8102,193.593
155.798,99.2016,193.593
156.407,98.593,193.593
157.016,97.9845,193.593
157.624,97.3759,193.593
158.233,96.7673,193.593
158.841,96.1588,193.593
159.45,95.5502,193.593
160.058,94.9416,193.593
160.667,94.3331,193.593
161.276,93.7245,193.593
161.884,93.1159,193.593
162.493,92.5073,193.593
163.101,91.8988,193.593
163.71,91.2902,193.593
164.318,90.6816,193.593
164.927,90.0731,193.593
165.536,89.4645,193.593
166.144,88.8559,193.593
166.753,88.2474,193.593
167.361,87.6388,193.593
167.97,87.0302,193.593
168.578,86.4217,193.593
169.187,85.8131,193.593
169.795,85.2045,193.593
170.404,84.5959,193.593
171.013,83.9874,193.593
171.621,83.3788,193.593
172.23,82.7702,193.593
172.838,82.1617,193.593
173.447,81.5531,193.593
174.055,80.9445,193.593
174.664,80.336,193.593
175.273,79.7274,193.593
175.881,79.1188,193.593
176.49,78.5103,193.593
177.098,77.9017,193.593
177.707,77.2931,193.593
178.315,76.6846,193.593
178.924,76.076,193.593
179.533,75.4674,193.593
180.141,74.8589,193.593
180.75,74.2503,193.593
181.358,73.6417,193.593
181.967,73.0332,193.593
182.575,72.4246,193.593
183.184,71.816,193.593
183.793,71.2075,193.593
184.401,70.5989,193.593
185.01,69.9903,193.593
185.618,69.3818,193.593
186.227,68.7732,193.593
186.835,68.1646,193.593
187.444,67.556,193.593
188.053,66.9475,193.593
188.661,66.3389,193.593
189.27,65.7303,193.593
189.878,65.1218,193.593
190.487,64.5132,193.593
191.095,63.9046,193.593
191.704,63.2961,193.593
192.312,62.6875,193.593
192.921,62.0789,193.593
193.53,61.4704,193.593
194.138,60.8618,193.593
194.747,60.2532,193.593
195.355,59.6447,193.593
195.964,59.0361,193.593
196.572,58.4275,193.593
197.181,57.819,193.593
197.79,57.2104,193.593
198.398,56.6018,193.593
199.007,55.9933,193.593
199.615,55.3847,193.593
200.224,54.7761,193.593
200.832,54.1676,193.593
201.441,53.559,193.593
202.05,52.9504,193.593
202.658,52.3419,193.593
203.267,51.7333,193.593
203.875,51.1247,193.593
204.484,50.5161,193.593
205.092,49.9076,193.593
205.701,49.299,193.593
206.31,48.6904,193.593
206.918,48.0819,193.593
207.527,47.4733,193.593
208.135,46.8647,193.593
208.744,46.2562,193.593
209.352,45.6476,193.593
209.961,45.039,193.593
210.57,44.4305,193.593
211.178,43.8219,193.593
211.787,43.2133,193.593
212.395,42.6048,193.593
213.004,41.9962,193.593
213.612,41.3876,193.593
214.221,40.7791,193.593
214.83,40.1705,193.593
215.438,39.5619,193.593
216.047,38.9534,193.593
216.655,38.3448,193.593
217.264,37.7362,193.593
217.872,37.1276,193.593
218.481,36.5191,193.593
219.089,35.9105,193.593
219.698,35.3019,193.593
220.307,34.6934,193.593
220.915,34.0848,193.593
221.524,33.4762,193.593
222.132,32.8677,193.593
222.741,32.2591,193.593
223.349,31.6505,193.593
223.958,31.042,193.593
224.567,30.4334,193.593
225.175,29.8248,193.593
225.784,29.2163,193.593
226.392,28.6077,193.593
227.001,27.9991,193.593
227.609,27.3906,193.593
228.218,26.782,193.593
228.827,26.1734,193.593
229.435,25.5649,193.593
230.044,24.9563,193.593
230.652,24.3477,193.593
231.261,23.7392,193.593
231.869,23.1306,193.593
232.478,22.522,193.593
233.087,21.9135,193.593
233.695,21.3049,193.593
234.304,20.6963,193.593
234.912,20.0878,193.593
235.521,19.4792,193.593
236.129,18.8706,193.593
236.738,18.262,193.593
237.347,17.6535,193.593
237.955,17.0449,193.593
238.564,16.4363,193.593
239.172,15.8278,193.593
239.781,15.2192,193.593
240.389,14.6106,193.593
240.998,14.0021,193.593
241.607,13.3935,193.593
242.215,12.7849,193.593
242.824,12.1764,193.593
243.432,11.5678,193.593
244.041,10.9592,193.593
244.649,10.3507,193.593
245.258,9.74208,193.593
245.866,9.13351,193.593
246.475,8.52495,193.593
247.084,7.91638,193.593
247.692,7.30782,193.593
248.301,6.69925,193.593
248.909,6.09068,193.593
249.518,5.48212,193.593
250.126,4.87355,193.593
250.735,4.26498,193.593
251.344,3.65642,193.593
251.952,3.04784,193.593
252.561,2.43927,193.593
253.169,1.8307,193.593
253.778,1.22214,193.593
254.386,0.613571,193.593
254.995,0.00500488,193.593
0.005,254.995,192.74
0.613568,254.386,192.74
1.22214,253.778,192.74
1.8307,253.169,192.74
2.43927,252.561,192.74
3.04784,251.952,192.74
3.65641,251.344,192.74
4.26498,250.735,192.74
4.87354,250.126,192.74
5.48211,249.518,192.74
6.09068,248.909,192.74
6.69925,248.301,192.74
7.30782,247.692,192.74
7.91638,247.084,192.74
8.52495,246.475,192.74
9.13352,245.866,192.74
9.74209,245.258,192.74
10.3507,244.649,192.74
10.9592,244.041,192.74
11.5678,243.432,192.74
12.1764,242.824,192.74
12.7849,242.215,192.74
13.3935,241.607,192.74
14.0021,240.998,192.74
14.6106,240.389,192.74
15.2192,239.781,192.74
15.8278,239.172,192.74
16.4363,238.564,192.74
17.0449,237.955,192.74
17.6535,237.347,192.74
18.262,236.738,192.74
18.8706,236.129,192.74
19.4792,235.521,192.74
20.0877,234.912,192.74
20.6963,234.304,192.74
21.3049,233.695,192.74
21.9134,233.087,192.74
22.522,232.478,192.74
23.1306,231.869,192.74
23.7392,231.261,192.74
24.3477,230.652,192.74
24.9563,230.044,192.74
25.5649,229.435,192.74
26.1734,228.827,192.74
26.782,228.218,192.74
27.3906,227.609,192.74
27.9991,227.001,192.74
28.6077,226.392,192.74
29.2163,225.784,192.74
29.8248,225.175,192.74
30.4334,224.567,192.74
31.042,223.958,192.74
31.6505,223.349,192.74
32.2591,222.741,192.74
32.8677,222.132,192.74
33.4762,221.524,192.74
34.0848,220.915,192.74
34.6934,220.307,192.74
35.3019,219.698,192.74
35.9105,219.089,192.74
36.5191,218.481,192.74
37.1277,217.872,192.74
37.7362,217.264,192.74
38.3448,216.655,192.74
38.9534,216.047,192.74
39.5619,215.438,192.74
40.1705,214.83,192.74
40.7791,214.221,192.74
41.3876,213.612,192.74
41.9962,213.004,192.74
42.6048,212.395,192.74
43.2133,211.787,192.74
43.8219,211.178,192.74
44.4305,210.57,192.74
45.039,209.961,192.74
45.6476,209.352,192.74
46.2562,208.744,192.74
46.8647,208.135,192.74
47.4733,207.527,192.74
48.0819,206.918,192.74
48.6904,206.31,192.74
49.299,205.701,192.74
49.9076,205.092,192.74
50.5161,204.484,192.74
51.1247,203.875,192.74
51.7333,203.267,192.74
52.3418,202.658,192.74
52.9504,202.05,192.74
53.559,201.441,192.74
54.1676,200.832,192.74
54.7761,200.224,192.74
55.3847,199.615,192.74
55.9933,199.007,192.74
56.6018,198.398,192.74
57.2104,197.79,192.74
57.819,197.181,192.74
58.4275,196.572,192.74
59.0361,195.964,192.74
59.6447,195.355,192.74
60.2532,194.747,192.74
60.8618,194.138,192.74
61.4704,193.53,192.74
62.0789,192.921,192.74
62.6875,192.312,192.74
63.2961,191.704,192.74
63.9046,191.095,192.74
64.5132,190.487,192.74
65.1218,189.878,192.74
65.7303,189.27,192.74
66.3389,188.661,192.74
66.9475,188.053,192.74
67.5561,187.444,192.74
68.1646,186.835,192.74
68.7732,186.227,192.74
69.3818,185.618,192.74
69.9903,185.01,192.74
70.5989,184.401,192.74
71.2075,183.793,192.74
71.816,183.184,192.74
72.4246,182.575,192.74
73.0332,181.967,192.74
73.6417,181.358,192.74
74.2503,180.75,192.74
74.8589,180.141,192.74
75.4674,179.533,192.74
76.076,178.924,192.74
76.6846,178.315,192.74
77.2931,177.707,192.74
77.9017,177.098,192.74
78.5103,176.49,192.74
79.1188,175.881,192.74
79.7274,175.273,192.74
80.336,174.664,192.74
80.9445,174.055,192.74
81.5531,173.447,192.74
82.1617,172.838,192.74
82.7702,172.23,192.74
83.3788,171.621,192.74
83.9874,171.013,192.74
84.596,170.404,192.74
85.2045,169.795,192.74
85.8131,169.187,192.74
86.4217,168.578,192.74
87.0302,167.97,192.74
87.6388,167.361,192.74
88.2474,166.753,192.74
88.8559,166.144,192.74
89.4645,165.535,192.74
90.0731,164.927,192.74
90.6816,164.318,192.74
91.2902,163.71,192.74
91.8988,163.101,192.74
92.5073,162.493,192.74
93.1159,161.884,192.74
93.7245,161.276,192.74
94.333,160.667,192.74
94.9416,160.058,192.74
95.5502,159.45,192.74
96.1587,158.841,192.74
96.7673,158.233,192.74
97.3759,157.624,192.74
97.9845,157.016,192.74
98.593,156.407,192.74
99.2016,155.798,192.74
99.8102,155.19,192.74
100.419,154.581,192.74
101.027,153.973,192.74
101.636,153.364,192.74
102.244,152.756,192.74
102.853,152.147,192.74
103.462,151.538,192.74
104.07,150.93,192.74
104.679,150.321,192.74
105.287,149.713,192.74
105.896,149.104,192.74
106.504,148.496,192.74
107.113,147.887,192.74
107.722,147.278,192.74
108.33,146.67,192.74
108.939,146.061,192.74
109.547,145.453,192.74
110.156,144.844,192.74
110.764,144.236,192.74
111.373,143.627,192.74
111.982,143.018,192.74
112.59,142.41,192.74
113.199,141.801,192.74
113.807,141.193,192.74
114.416,140.584,192.74
115.024,139.976,192.74
115.633,139.367,192.74
116.241,138.759,192.74
116.85,138.15,192.74
117.459,137.541,192.74
118.067,136.933,192.74
118.676,136.324,192.74
119.284,135.716,192.74
119.893,135.107,192.74
120.501,134.499,192.74
121.11,133.89,192.74
121.719,133.281,192.74
122.327,132.673,192.74
122.936,132.064,192.74
123.544,131.456,192.74
124.153,130.847,192.74
124.761,130.239,192.74
125.37,129.63,192.74
125.979,129.021,192.74
126.587,128.413,192.74
127.196,127.804,192.74
127.804,127.196,192.74
128.413,126.587,192.74
129.021,125.979,192.74
129.63,125.37,192.74
130.239,124.761,192.74
130.847,124.153,192.74
131.456,123.544,192.74
132.064,122.936,192.74
132.673,122.327,192.74
133.281,121.719,192.74
133.89,121.11,192.74
134.499,120.501,192.74
135.107,119.893,192.74
135.716,119.284,192.74
136.324,118.676,192.74
136.933,118.067,192.74
137.541,117.459,192.74
138.15,116.85,192.74
138.758,116.242,192.74
139.367,115.633,192.74
139.976,115.024,192.74
140.584,114.416,192.74
141.193,113.807,192.74
141.801,113.199,192.74
142.41,112.59,192.74
143.018,111.982,192.74
143.627,111.373,192.74
144.236,110.764,192.74
144.844,110.156,192.74
145.453,109.547,192.74
146.061,108.939,192.74
146.67,108.33,192.74
147.278,107.722,192.74
147.887,107.113,192.74
148.496,106.504,192.74
149.104,105.896,192.74
149.713,105.287,192.74
150.321,104.679,192.74
150.93,104.07,192.74
151.538,103.462,192.74
152.147,102.853,192.74
152.756,102.244,192.74
153.364,101.636,192.74
153.973,101.027,192.74
154.581,100.419,192.74
155.19,99.8102,192.74
155.798,99.2016,192.74
156.407,98.593,192.74
157.016,97.9845,192.74
157.624,97.3759,192.74
158.233,96.7673,192.74
158.841,96.1588,192.74
159.45,95.5502,192.74
160.058,94.9416,192.74
160.667,94.3331,192.74
161.276,93.7245,192.74
161.884,93.1159,192.74
162.493,92.5073,192.74
163.101,91.8988,192.74
163.71,91.2902,192.74
164.318,90.6816,192.74
164.927,90.0731,192.74
165.536,89.4645,192.74
166.144,88.8559,192.74
166.753,88.2474,192.74
167.361,87.6388,192.74
167.97,87.0302,192.74
168.578,86.4217,192.74
169.187,85.8131,192.74
169.795,85.2045,192.74
170.404,84.5959,192.74
171.013,83.9874,192.74
171.621,83.3788,192.74
172.23,82.7702,192.74
172.838,82.1617,192.74
173.447,81.5531,192.74
174.055,80.9445,192.74
174.664,80.336,192.74
175.273,79.7274,192.74
175.881,79.1188,192.74
176.49,78.5103,192.74
177.098,77.9017,192.74
177.707,77.2931,192.74
178.315,76.6846,192.74
178.924,76.076,192.74
179.533,75.4674,192.74
180.141,74.8589,192.74
180.75,74.2503,192.74
181.358,73.6417,192.74
181.967,73.0332,192.74
182.575,72.4246,192.74
183.184,71.816,192.74
183.793,71.2075,192.74
184.401,70.5989,192.74
185.01,69.9903,192.74
185.618,69.3818,192.74
186.227,68.7732,192.74
186.835,68.1646,192.74
187.444,67.556,192.74
188.053,66.9475,192.74
188.661,66.3389,192.74
189.27,65.7303,192.74
189.878,65.1218,192.74
190.487,64.5132,192.74
191.095,63.9046,192.74
191.704,63.2961,192.74
192.312,62.6875,192.74
192.921,62.0789,192.74
193.53,61.4704,192.74
194.138,60.8618,192.74
194.747,60.2532,192.74
195.355,59.6447,192.74
195.964,59.0361,192.74
196.572,58.4275,192.74
197.181,57.819,192.74
197.79,57.2104,192.74
198.398,56.6018,192.74
199.007,55.9933,192.74
199.615,55.3847,192.74
200.224,54.7761,192.74
200.832,54.1676,192.74
201.441,53.559,192.74
202.05,52.9504,192.74
202.658,52.3419,192.74
203.267,51.7333,192.74
203.875,51.1247,192.74
204.484,50.5161,192.74
205.092,49.9076,192.74
205.701,49.299,192.74
206.31,48.6904,192.74
206.918,48.0819,192.74
207.527,47.4733,192.74
208.135,46.8647,192.74
208.744,46.2562,192.74
209.352,45.6476,192.74
209.961,45.039,192.74
210.57,44.4305,192.74
211.178,43.8219,192.74
211.787,43.2133,192.74
212.395,42.6048,192.74
213.004,41.9962,192.74
213.612,41.3876,192.74
214.221,40.7791,192.74
214.83,40.1705,192.74
215.438,39.5619,192.74
216.047,38.9534,192.74
216.655,38.3448,192.74
217.264,37.7362,192.74
217.872,37.1276,192.74
218.481,36.5191,192.74
219.089,35.9105,192.74
219.698,35.3019,192.74
220.307,34.6934,192.74
220.915,34.0848,192.74
221.524,33.4762,192.74
222.132,32.8677,192.74
222.741,32.2591,192.74
223.349,31.6505,192.74
223.958,31.042,192.74
224.567,30.4334,192.74
225.175,29.8248,192.74
225.784,29.2163,192.74
226.392,28.6077,192.74
227.001,27.9991,192.74
227.609,27.3906,192.74
228.218,26.782,192.74
228.827,26.1734,192.74
229.435,25.5649,192.74
230.044,24.9563,192.74
230.652,24.3477,192.74
231.261,23.7392,192.74
231.869,23.1306,192.74
232.478,22.522,192.74
233.087,21.9135,192.74
233.695,21.3049,192.74
234.304,20.6963,192.74
234.912,20.0878,192.74
235.521,19.4792,192.74
236.129,18.8706,192.74
236.738,18.262,192.74
237.347,17.6535,192.74
237.955,17.0449,192.74
238.564,16.4363,192.74
239.172,15.8278,192.74
239.781,15.2192,192.74
240.389,14.6106,192.74
240.998,14.0021,192.74
241.607,13.3935,192.74
242.215,12.7849,192.74
242.824,12.1764,192.74
243.432,11.5678,192.74
244.041,10.9592,192.74
244.649,10.3507,192.74
245.258,9.74208,192.74
245.866,9.13351,192.74
246.475,8.52495,192.74
247.084,7.91638,192.74
247.692,7.30782,192.74
248.301,6.69925,192.74
248.909,6.09068,192.74
249.518,5.48212,192.74
250.126,4.87355,192.74
250.735,4.26498,192.74
251.344,3.65642,192.74
251.952,3.04784,192.74
252.561,2.43927,192.74
253.169,1.8307,192.74
253.778,1.22214,192.74
254.386,0.613571,192.74
254.995,0.00500488,192.74
0.005,254.995,191.887
0.613568,254.386,191.887
1.22214,253.778,191.887
1.8307,253.169,191.887
2.43927,252.561,191.887
3.04784,251.952,191.887
3.65641,251.344,191.887
4.26498,250.735,191.887
4.87354,250.126,191.887
5.48211,249.518,191.887
6.09068,248.909,191.887
6.69925,248.301,191.887
7.30782,247.692,191.887
7.91638,247.084,191.887
8.52495,246.475,191.887
9.13352,245.866,191.887
9.74209,245.258,191.887
10.3507,244.649,191.887
10.9592,244.041,191.887
11.5678,243.432,191.887
12.1764,242.824,191.887
12.7849,242.215,191.887
13.3935,241.607,191.887
14.0021,240.998,191.887
14.6106,240.389,191.887
15.2192,239.781,191.887
15.8278,239.172,191.887
16.4363,238.564,191.887
17.0449,237.955,191.887
17.6535,237.347,191.887
18.262,236.738,191.887
18.8706,236.129,191.887
19.4792,235.521,191.887
20.0877,234.912,191.887
20.6963,234.304,191.887
21.3049,233.695,191.887
21.9134,233.087,191.887
22.522,232.478,191.887
23.1306,231.869,191.887
23.7392,231.261,191.887
24.3477,230.652,191.887
24.9563,230.044,191.887
25.5649,229.435,191.887
26.1734,228.827,191.887
26.782,228.218,191.887
27.3906,227.609,191.887
27.9991,227.001,191.887
28.6077,226.392,191.887
29.2163,225.784,191.887
29.8248,225.175,191.887
30.4334,224.567,191.887
31.042,223.958,191.887
31.6505,223.349,191.887
32.2591,222.741,191.887
32.8677,222.132,191.887
33.4762,221.524,191.887
34.0848,220.915,191.887
34.6934,220.307,191.887
35.3019,219.698,191.887
35.9105,219.089,191.887
36.5191,218.481,191.887
37.1277,217.872,191.887
37.7362,217.264,191.887
38.3448,216.655,191.887
38.9534,216.047,191.887
39.5619,215.438,191.887
40.1705,214.83,191.887
40.7791,214.221,191.887
41.3876,213.612,191.887
41.9962,213.004,191.887
42.6048,212.395,191.887
43.2133,211.787,191.887
43.8219,211.178,191.887
44.4305,210.57,191.887
45.039,209.961,191.887
45.6476,209.352,191.887
46.2562,208.744,191.887
46.8647,208.135,191.887
47.4733,207.527,191.887
48.0819,206.918,191.887
48.6904,206.31,191.887
49.299,205.701,191.887
49.9076,205.092,191.887
50.5161,204.484,191.887
51.1247,203.875,191.887
51.7333,203.267,191.887
52.3418,202.658,191.887
52.9504,202.05,191.887
53.559,201.441,191.887
54.1676,200.832,191.887
54.7761,200.224,191.887
55.3847,199.615,191.887
55.9933,199.007,191.887
56.6018,198.398,191.887
57.2104,197.79,191.887
57.819,197.181,191.887
58.4275,196.572,191.887
59.0361,195.964,191.887
59.6447,195.355,191.887
60.2532,194.747,191.887
60.8618,194.138,191.887
61.4704,193.53,191.887
62.0789,192.921,191.887
62.6875,192.312,191.887
63.2961,191.704,191.887
63.9046,191.095,191.887
64.5132,190.487,191.887
65.1218,189.878,191.887
65.7303,189.27,191.887
66.3389,188.661,191.887
66.9475,188.053,191.887
67.5561,187.444,191.887
68.1646,186.835,191.887
68.7732,186.227,191.887
69.3818,185.618,191.887
69.9903,185.01,191.887
70.5989,184.401,191.887
71.2075,183.793,191.887
71.816,183.184,191.887
72.4246,182.575,191.887
73.0332,181.967,191.887
73.6417,181.358,191.887
74.2503,180.75,191.887
74.8589,180.141,191.887
75.4674,179.533,191.887
76.076,178.924,191.887
76.6846,178.315,191.887
77.2931,177.707,191.887
77.9017,177.098,191.887
78.5103,176.49,191.887
79.1188,175.881,191.887
79.7274,175.273,191.887
80.336,174.664,191.887
80.9445,174.055,191.887
81.5531,173.447,191.887
82.1617,172.838,191.887
82.7702,172.23,191.887
83.3788,171.621,191.887
83.9874,171.013,191.887
84.596,170.404,191.887
85.2045,169.795,191.887
85.8131,169.187,191.887
86.4217,168.578,191.887
87.0302,167.97,191.887
87.6388,167.361,191.887
88.2474,166.753,191.887
88.8559,166.144,191.887
89.4645,165.535,191.887
90.0731,164.927,191.887
90.6816,164.318,191.887
91.2902,163.71,191.887
91.8988,163.101,191.887
92.5073,162.493,191.887
93.1159,161.884,191.887
93.7245,161.276,191.887
94.333,160.667,191.887
94.9416,160.058,191.887
95.5502,159.45,191.887
96.1587,158.841,191.887
96.7673,158.233,191.887
97.3759,157.624,191.887
97.9845,157.016,191.887
98.593,156.407,191.887
99.2016,155.798,191.887
99.8102,155.19,191.887
100.419,154.581,191.887
101.027,153.973,191.887
101.636,153.364,191.887
102.244,152.756,191.887
102.853,152.147,191.887
103.462,151.538,191.887
104.07,150.93,191.887
104.679,150.321,191.887
105.287,149.713,191.887
105.896,149.104,191.887
106.504,148.496,191.887
107.113,147.887,191.887
107.722,147.278,191.887
108.33,146.67,191.887
108.939,146.061,191.887
109.547,145.453,191.887
110.156,144.844,191.887
110.764,144.236,191.887
111.373,143.627,191.887
111.982,143.018,191.887
112.59,142.41,191.887
113.199,141.801,191.887
113.807,141.193,191.887
114.416,140.584,191.887
115.024,139.976,191.887
115.633,139.367,191.887
116.241,138.759,191.887
116.85,138.15,191.887
117.459,137.541,191.887
118.067,136.933,191.887
118.676,136.324,191.887
119.284,135.716,191.887
119.893,135.107,191.887
120.501,134.499,191.887
121.11,133.89,191.887
121.719,133.281,191.887
122.327,132.673,191.887
122.936,132.064,191.887
123.544,131.456,191.887
124.153,130.847,191.887
124.761,130.239,191.887
125.37,129.63,191.887
125.979,129.021,191.887
126.587,128.413,191.887
127.196,127.804,191.887
127.804,127.196,191.887
128.413,126.587,191.887
129.021,125.979,191.887
129.63,125.37,191.887
130.239,124.761,191.887
130.847,124.153,191.887
131.456,123.544,191.887
132.064,122.936,191.887
132.673,122.327,191.887
133.281,121.719,191.887
133.89,121.11,191.887
134.499,120.501,191.887
135.107,119.893,191.887
135.716,119.284,191.887
136.324,118.676,191.887
136.933,118.067,191.887
137.541,117.459,191.887
138.15,116.85,191.887
138.758,116.242,191.887
139.367,115.633,191.887
139.976,115.024,191.887
140.584,114.416,191.887
141.193,113.807,191.887
141.801,113.199,191.887
142.41,112.59,191.887
143.018,111.982,191.887
143.627,111.373,191.887
144.236,110.764,191.887
144.844,110.156,191.887
145.453,109.547,191.887
146.061,108.939,191.887
146.67,108.33,191.887
147.278,107.722,191.887
147.887,107.113,191.887
148.496,106.504,191.887
149.104,105.896,191.887
149.713,105.287,191.887
150.321,104.679,191.887
150.93,104.07,191.887
151.538,103.462,191.887
152.147,102.853,191.887
152.756,102.244,191.887
153.364,101.636,191.887
153.973,101.027,191.887
154.581,100.419,191.887
155.19,99.8102,191.887
155.798,99.2016,191.887
156.407,98.593,191.887
157.016,97.9845,191.887
157.624,97.3759,191.887
158.233,96.7673,191.887
158.841,96.1588,191.887
159.45,95.5502,191.887
160.058,94.9416,191.887
160.667,94.3331,191.887
161.276,93.7245,191.887
161.884,93.1159,191.887
162.493,92.5073,191.887
163.101,91.8988,191.887
163.71,91.2902,191.887
164.318,90.6816,191.887
164.927,90.0731,191.887
165.536,89.4645,191.887
166.144,88.8559,191.887
166.753,88.2474,191.887
167.361,87.6388,191.887
167.97,87.0302,191.887
168.578,86.4217,191.887
169.187,85.8131,191.887
169.795,85.2045,191.887
170.404,84.5959,191.887
171.013,83.9874,191.887
171.621,83.3788,191.887
172.23,82.7702,191.887
172.838,82.1617,191.887
173.447,81.5531,191.887
174.055,80.9445,191.887
174.664,80.336,191.887
175.273,79.7274,191.887
175.881,79.1188,191.887
176.49,78.5103,191.887
177.098,77.9017,191.887
177.707,77.2931,191.887
178.315,76.6846,191.887
178.924,76.076,191.887
179.533,75.4674,191.887
180.141,74.8589,191.887
180.75,74.2503,191.887
181.358,73.6417,191.887
181.967,73.0332,191.887
182.575,72.4246,191.887
183.184,71.816,191.887
183.793,71.2075,191.887
184.401,70.5989,191.887
185.01,69.9903,191.887
185.618,69.3818,191.887
186.227,68.7732,191.887
186.835,68.1646,191.887
187.444,67.556,191.887
188.053,66.9475,191.887
188.661,66.3389,191.887
189.27,65.7303,191.887
189.878,65.1218,191.887
190.487,64.5132,191.887
191.095,63.9046,191.887
191.704,63.2961,191.887
192.312,62.6875,191.887
192.921,62.0789,191.887
193.53,61.4704,191.887
194.138,60.8618,191.887
194.747,60.2532,191.887
195.355,59.6447,191.887
195.964,59.0361,191.887
196.572,58.4275,191.887
197.181,57.819,191.887
197.79,57.2104,191.887
198.398,56.6018,191.887
199.007,55.9933,191.887
199.615,55.3847,191.887
200.224,54.7761,191.887
200.832,54.1676,191.887
201.441,53.559,191.887
202.05,52.9504,191.887
202.658,52.3419,191.887
203.267,51.7333,191.887
203.875,51.1247,191.887
204.484,50.5161,191.887
205.092,49.9076,191.887
205.701,49.299,191.887
206.31,48.6904,191.887
206.918,48.0819,191.887
207.527,47.4733,191.887
